avg_psnr,avg_ssim,avg_lpips,std_psnr,std_ssim,std_lpips,chamfer_dist_gt2pcd,chamfer_dist_pcd2gt
12.745017786379213,0.28005354605891086,0.7179117537758969,1.558585458759403,0.16617643034211965,0.14489380702101784,0.026737727578058642,0.013559372629450185
