image_idx,psnr,ssim,lpips
0,23.12760353088379,0.9216461181640625,0.20082896947860718
1,21.486892700195312,0.8956143260002136,0.2904554307460785
2,21.978927612304688,0.9127071499824524,0.22081834077835083
3,24.0762996673584,0.9062695503234863,0.29285329580307007
4,25.871227264404297,0.9107994437217712,0.290317565202713
5,23.712081909179688,0.9256904721260071,0.18440848588943481
6,27.764307022094727,0.949974000453949,0.18748147785663605
7,28.98196029663086,0.9356763958930969,0.34355074167251587
8,25.26947784423828,0.9585441946983337,0.1077970564365387
9,26.99871253967285,0.9483345150947571,0.18700918555259705
10,27.487751007080078,0.9508686065673828,0.14000335335731506
11,21.70052146911621,0.7142572999000549,0.30051228404045105
12,20.99759864807129,0.767331600189209,0.24941569566726685
13,22.35193634033203,0.8091752529144287,0.2261393964290619
14,21.876895904541016,0.7257483005523682,0.2937386631965637
15,21.36154556274414,0.7100842595100403,0.28853052854537964
16,22.144495010375977,0.7594086527824402,0.2832827866077423
17,24.43111228942871,0.8568460941314697,0.25745683908462524
18,23.114656448364258,0.8291130661964417,0.30672574043273926
19,25.66496467590332,0.892254650592804,0.23892925679683685
20,26.187381744384766,0.8789584636688232,0.237248495221138
21,24.394548416137695,0.886856734752655,0.24112389981746674
22,23.8571720123291,0.8672779202461243,0.2454228401184082
23,24.279550552368164,0.8600350022315979,0.2564482092857361
24,24.681148529052734,0.8802779316902161,0.29941314458847046
25,23.306379318237305,0.8882872462272644,0.2149580717086792
26,21.960474014282227,0.8501529097557068,0.3030834496021271
27,24.21735382080078,0.8969619870185852,0.2727276682853699
28,21.12237548828125,0.8462916016578674,0.3156006336212158
29,21.588298797607422,0.8786994814872742,0.24717070162296295
30,25.774097442626953,0.8985163569450378,0.211542546749115
31,23.156606674194336,0.8990187048912048,0.23857982456684113
32,21.90022850036621,0.9129258990287781,0.14382272958755493
33,26.382686614990234,0.8592365384101868,0.1847672164440155
34,26.119535446166992,0.8605668544769287,0.19056425988674164
35,25.30506706237793,0.8961308598518372,0.159917414188385
36,25.614641189575195,0.8758036494255066,0.1708739697933197
37,25.5860538482666,0.8945850729942322,0.1563989222049713
38,22.931549072265625,0.811973512172699,0.24063093960285187
39,21.778474807739258,0.786601722240448,0.24254706501960754
40,23.68729019165039,0.8443719744682312,0.2188541293144226
41,22.001575469970703,0.7665713429450989,0.3101349174976349
42,21.81711769104004,0.7447025775909424,0.27903667092323303
43,21.658546447753906,0.7532150745391846,0.3021990656852722
44,24.29984474182129,0.9156443476676941,0.24455514550209045
45,24.560569763183594,0.9252557158470154,0.26146626472473145
46,25.471250534057617,0.9046566486358643,0.2660175561904907
47,24.815876007080078,0.8902416229248047,0.2897626757621765
48,24.917892456054688,0.9170076251029968,0.26752158999443054
49,25.365142822265625,0.889310896396637,0.24534787237644196
50,23.31816864013672,0.8609089851379395,0.2842575013637543
51,24.09609031677246,0.8946263790130615,0.27445465326309204
52,24.10190200805664,0.9060127139091492,0.20621411502361298
53,22.812213897705078,0.8859546780586243,0.2637099623680115
54,23.135421752929688,0.7765551209449768,0.3072230815887451
55,21.876253128051758,0.815856397151947,0.25526976585388184
56,22.17863655090332,0.8343830108642578,0.23326843976974487
57,22.109745025634766,0.8266041874885559,0.23824867606163025
58,21.720577239990234,0.7015263438224792,0.3078415095806122
59,22.525348663330078,0.799531877040863,0.27546441555023193
60,20.974519729614258,0.7308216094970703,0.329867959022522
61,24.241737365722656,0.783243715763092,0.28123706579208374
62,21.838449478149414,0.7697793841362,0.28975191712379456
63,23.173999786376953,0.8139740824699402,0.2290918380022049
64,22.67751693725586,0.8478913307189941,0.21607238054275513
65,23.20047378540039,0.8480687141418457,0.2341771274805069
66,22.917377471923828,0.831989049911499,0.24648934602737427
67,24.32624053955078,0.8443120121955872,0.30908697843551636
68,22.9761905670166,0.8173935413360596,0.23834790289402008
69,21.706531524658203,0.7811717987060547,0.25913679599761963
70,22.72056007385254,0.8484072685241699,0.2936231791973114
71,22.522411346435547,0.845924437046051,0.2882651090621948
72,20.66339874267578,0.8470403552055359,0.29143625497817993
73,22.091506958007812,0.8452568650245667,0.2898387312889099
74,23.038211822509766,0.8554320335388184,0.3029109835624695
75,22.84908676147461,0.8763512969017029,0.24162781238555908
76,24.180795669555664,0.8781712651252747,0.29390549659729004
77,23.52896499633789,0.7849385142326355,0.37686264514923096
78,24.457706451416016,0.8554348945617676,0.3047389090061188
79,24.379718780517578,0.8320178389549255,0.35054919123649597
80,24.429956436157227,0.8747103214263916,0.2997138798236847
81,23.051546096801758,0.7480339407920837,0.24957367777824402
82,21.55394172668457,0.7756941914558411,0.23302774131298065
83,23.156919479370117,0.8302043080329895,0.2029777318239212
84,23.193601608276367,0.7265272736549377,0.33650174736976624
85,22.987266540527344,0.6911013722419739,0.2942441999912262
86,23.11359214782715,0.719024658203125,0.30931925773620605
87,24.77824592590332,0.8055200576782227,0.2995677590370178
88,23.481367111206055,0.8171784281730652,0.2912084758281708
89,24.095813751220703,0.8195077776908875,0.28883686661720276
90,24.812170028686523,0.8525848388671875,0.2406587451696396
91,23.1926212310791,0.8353626728057861,0.2635308504104614
92,22.76311492919922,0.833347499370575,0.22916121780872345
93,23.00297737121582,0.8240777850151062,0.24508652091026306
94,23.726423263549805,0.7981531620025635,0.3111056387424469
95,23.04802894592285,0.7443468570709229,0.30711910128593445
96,22.41344451904297,0.7189671397209167,0.3177832365036011
97,21.330963134765625,0.8469572067260742,0.22514623403549194
98,23.180225372314453,0.779975414276123,0.3182799816131592
99,21.96226692199707,0.8534513115882874,0.25391820073127747
100,22.84999656677246,0.8447921872138977,0.24558834731578827
101,22.153881072998047,0.7584094405174255,0.32765766978263855
102,22.48776626586914,0.7919456362724304,0.3389914631843567
103,23.268184661865234,0.7336726188659668,0.31177714467048645
104,24.336511611938477,0.7269555926322937,0.3003903031349182
105,24.723690032958984,0.7666638493537903,0.29665735363960266
106,24.765169143676758,0.7403817772865295,0.31542083621025085
107,22.406627655029297,0.7968478202819824,0.2349669337272644
108,22.288480758666992,0.7981998324394226,0.22667773067951202
109,21.731081008911133,0.7826679348945618,0.2269906848669052
110,23.2376708984375,0.8202559351921082,0.2280321717262268
111,22.583282470703125,0.7424700856208801,0.29649367928504944
112,21.91339874267578,0.6486201882362366,0.3189077377319336
113,22.016714096069336,0.7609725594520569,0.31569284200668335
114,21.791635513305664,0.7461230158805847,0.32623231410980225
115,20.870241165161133,0.7294149994850159,0.3334878385066986
116,21.067020416259766,0.7920683026313782,0.29022330045700073
117,20.831954956054688,0.7462739944458008,0.3098926842212677
118,20.9242000579834,0.7304513454437256,0.3503558933734894
119,22.93863868713379,0.8254099488258362,0.25558263063430786
120,21.928550720214844,0.7283079624176025,0.3315153419971466
121,22.140670776367188,0.7401322722434998,0.30203017592430115
122,23.84865951538086,0.752570390701294,0.30554303526878357
123,23.00701141357422,0.7441356778144836,0.2804378569126129
124,21.46413803100586,0.8420163989067078,0.2415648102760315
125,23.90831184387207,0.7555885314941406,0.30211547017097473
126,22.23925018310547,0.8167228102684021,0.22602257132530212
127,21.522672653198242,0.7648249268531799,0.2658838629722595
128,20.69267463684082,0.6276088356971741,0.3121069669723511
129,23.36016082763672,0.6878889203071594,0.3368087112903595
130,24.20599937438965,0.752086877822876,0.29564836621284485
131,24.485015869140625,0.700355052947998,0.28423431515693665
132,21.7370548248291,0.7267036437988281,0.3319718539714813
133,24.136079788208008,0.8178098797798157,0.20632483065128326
134,24.010183334350586,0.8161696791648865,0.21176284551620483
135,21.97238540649414,0.7733651995658875,0.241845965385437
136,21.863693237304688,0.7662835121154785,0.25148722529411316
137,23.258987426757812,0.7481243014335632,0.31799575686454773
138,22.885597229003906,0.6544003486633301,0.3407507538795471
139,20.032785415649414,0.5989223122596741,0.35119614005088806
140,21.163875579833984,0.779475748538971,0.2482318878173828
141,22.001760482788086,0.693038284778595,0.3182011842727661
142,20.790956497192383,0.6758539080619812,0.3521102964878082
143,22.8165225982666,0.8184771537780762,0.25471094250679016
144,21.446903228759766,0.7049053311347961,0.29804471135139465
145,22.512758255004883,0.7063726782798767,0.31415319442749023
146,23.065937042236328,0.77572101354599,0.2711593210697174
147,22.650991439819336,0.6784272789955139,0.33040452003479004
148,22.962522506713867,0.7128053307533264,0.31824588775634766
149,23.945026397705078,0.7333294749259949,0.323058545589447
150,22.503801345825195,0.7902635931968689,0.25121137499809265
151,21.355239868164062,0.8221394419670105,0.24299177527427673
152,22.502431869506836,0.7595842480659485,0.24277213215827942
153,22.747589111328125,0.8119950890541077,0.21194233000278473
154,22.840614318847656,0.7016847729682922,0.3775646388530731
155,20.31475067138672,0.5703957676887512,0.3733031749725342
156,22.843486785888672,0.6834667325019836,0.3647012412548065
157,21.35947036743164,0.6972212195396423,0.32409030199050903
158,22.399356842041016,0.6871885657310486,0.3201340138912201
159,23.554256439208984,0.7153105139732361,0.2811184227466583
160,22.875017166137695,0.7590273022651672,0.24618464708328247
161,22.644880294799805,0.7473750114440918,0.2560185194015503
162,22.359146118164062,0.7839779257774353,0.2611568868160248
163,22.460201263427734,0.728593647480011,0.2765170633792877
164,21.349645614624023,0.6964722275733948,0.3615357577800751
165,22.262935638427734,0.6199069619178772,0.38728243112564087
166,20.533424377441406,0.6104578971862793,0.36726829409599304
167,20.360427856445312,0.7827694416046143,0.2809544503688812
168,23.36239242553711,0.7182023525238037,0.35076266527175903
169,23.293336868286133,0.771900475025177,0.2623077630996704
170,23.840360641479492,0.833899199962616,0.26131224632263184
171,19.769805908203125,0.5860323905944824,0.37245288491249084
172,21.005598068237305,0.6383519172668457,0.35839858651161194
173,23.612037658691406,0.7111539244651794,0.3415861129760742
174,22.963741302490234,0.6538617610931396,0.3278636634349823
175,21.40065574645996,0.6882079243659973,0.32177039980888367
176,24.38372802734375,0.7415496706962585,0.2678925693035126
177,22.749008178710938,0.7917168140411377,0.22435764968395233
178,21.994028091430664,0.814159095287323,0.24770742654800415
179,22.620296478271484,0.7464361190795898,0.2288646548986435
180,23.180381774902344,0.7561960220336914,0.2513769567012787
181,23.06244468688965,0.6641678214073181,0.35320141911506653
182,18.711271286010742,0.5365692973136902,0.3756120502948761
183,21.972000122070312,0.6898637413978577,0.3466678559780121
184,21.745349884033203,0.6626859307289124,0.3467444181442261
185,22.208091735839844,0.6493735313415527,0.34003177285194397
