avg_psnr,avg_ssim,avg_lpips,std_psnr,std_ssim,std_lpips,chamfer_dist_gt2pcd,chamfer_dist_pcd2gt
22.343086648870397,0.6826185639533732,0.323695006635454,1.730288042921362,0.11604154231624313,0.06257232332324603,0.006958061540144491,0.005470024244099202
