avg_psnr,avg_ssim,avg_lpips,std_psnr,std_ssim,std_lpips,chamfer_dist_gt2pcd,chamfer_dist_pcd2gt
27.291643540064495,0.70266756804453,0.38375367273887,3.1568618564516955,0.12392710380983978,0.08627190139551527,0.004305292841168393,0.007379335732212743
