image_idx,psnr,ssim,lpips
0,23.815223693847656,0.9257186055183411,0.2962772846221924
1,26.22417449951172,0.9384069442749023,0.3435412049293518
2,20.138965606689453,0.8513463139533997,0.20237001776695251
3,19.10662269592285,0.872292697429657,0.2974112927913666
4,19.306734085083008,0.8677585124969482,0.19505056738853455
5,21.9713077545166,0.8584198355674744,0.21979603171348572
6,21.78204917907715,0.8553740382194519,0.21784707903862
7,19.64249610900879,0.8447561264038086,0.22518548369407654
8,18.62517547607422,0.9166982769966125,0.27532321214675903
9,20.639469146728516,0.8697778582572937,0.2045137584209442
10,19.273313522338867,0.7896308302879333,0.2971218228340149
11,19.557355880737305,0.8640828728675842,0.18443188071250916
12,21.0918025970459,0.8251211643218994,0.29003629088401794
13,21.078222274780273,0.7906525135040283,0.31389090418815613
14,19.562816619873047,0.8453324437141418,0.1953558623790741
15,19.635496139526367,0.818156898021698,0.3220546841621399
16,19.783227920532227,0.8328848481178284,0.22255785763263702
17,21.175052642822266,0.8363206386566162,0.22898142039775848
18,19.395341873168945,0.8314018845558167,0.19055968523025513
19,19.585369110107422,0.7643646597862244,0.31419306993484497
20,20.29787826538086,0.7755222320556641,0.2465280294418335
21,20.01643180847168,0.8423318862915039,0.19297246634960175
22,18.037765502929688,0.7012524604797363,0.2749181091785431
23,19.400344848632812,0.805203378200531,0.21215687692165375
24,20.21867561340332,0.7709729671478271,0.25312983989715576
25,19.459274291992188,0.7223523259162903,0.2503037452697754
26,19.192840576171875,0.8095600605010986,0.20733357965946198
27,19.083738327026367,0.776310920715332,0.22179938852787018
28,19.837430953979492,0.8106827735900879,0.21796318888664246
29,18.425081253051758,0.6908437609672546,0.268355131149292
30,19.007667541503906,0.7801762223243713,0.21834567189216614
31,19.075607299804688,0.6900951862335205,0.26172399520874023
32,19.08212661743164,0.7458781599998474,0.23792630434036255
33,19.440593719482422,0.8041887879371643,0.20542776584625244
34,18.187026977539062,0.6722699999809265,0.28033381700515747
35,18.795644760131836,0.7658033967018127,0.21931807696819305
36,18.788911819458008,0.6932061314582825,0.21932607889175415
37,18.67622184753418,0.7676312327384949,0.22299931943416595
38,17.898120880126953,0.6429078578948975,0.272905170917511
39,18.377756118774414,0.7452648282051086,0.2402072250843048
40,18.953561782836914,0.7742958664894104,0.21731045842170715
41,16.26283836364746,0.6262755990028381,0.28888291120529175
42,18.572580337524414,0.7546269297599792,0.23372066020965576
43,18.21902084350586,0.6760665774345398,0.2797442674636841
44,17.702367782592773,0.689505398273468,0.24640271067619324
45,17.876096725463867,0.6217358112335205,0.28739476203918457
46,18.329898834228516,0.7575238347053528,0.21305827796459198
47,18.41960334777832,0.7265564799308777,0.2484322339296341
48,19.713666915893555,0.6444386839866638,0.23114053905010223
49,18.485435485839844,0.7536282539367676,0.22961044311523438
50,17.645902633666992,0.6362595558166504,0.25555697083473206
51,17.734731674194336,0.7087268829345703,0.28330808877944946
52,18.49595832824707,0.7573341727256775,0.2215493619441986
53,19.526369094848633,0.6399575471878052,0.2807784080505371
54,18.183345794677734,0.6864086985588074,0.28924182057380676
55,16.22113609313965,0.6210401058197021,0.24127790331840515
56,18.63069725036621,0.7554521560668945,0.2350592017173767
57,16.7047119140625,0.6165897250175476,0.2564508616924286
58,17.92705726623535,0.7341230511665344,0.2289634644985199
59,18.36408042907715,0.7313203811645508,0.23014958202838898
60,16.817398071289062,0.601982057094574,0.25703194737434387
61,18.1988468170166,0.751410722732544,0.2292317897081375
62,18.18897247314453,0.6652849912643433,0.25616905093193054
63,18.104381561279297,0.745415985584259,0.22353437542915344
64,15.622520446777344,0.5746086835861206,0.29807454347610474
65,18.253854751586914,0.7526405453681946,0.19548451900482178
66,18.474815368652344,0.7074458599090576,0.292723149061203
67,15.81371021270752,0.5807698369026184,0.24163994193077087
68,18.483322143554688,0.756318986415863,0.2262343019247055
69,16.536758422851562,0.6160284280776978,0.23607738316059113
70,17.980548858642578,0.7137001156806946,0.2671477198600769
71,17.73068618774414,0.7215927243232727,0.21711602807044983
72,17.867050170898438,0.7400484085083008,0.20786631107330322
73,18.30617332458496,0.68670654296875,0.26853081583976746
74,17.629236221313477,0.6731582283973694,0.2645397484302521
75,18.044042587280273,0.7356160283088684,0.22137847542762756
76,20.616619110107422,0.6788144707679749,0.22748473286628723
77,18.46389389038086,0.7356688976287842,0.2054310441017151
78,17.942800521850586,0.7113866806030273,0.26040172576904297
79,20.185977935791016,0.6805630326271057,0.21480430662631989
80,17.862472534179688,0.7263357639312744,0.23175710439682007
81,18.75204086303711,0.6963101029396057,0.32567062973976135
82,17.31439208984375,0.7070319056510925,0.20808246731758118
83,16.360790252685547,0.6124599575996399,0.26747605204582214
84,18.05604362487793,0.7281510829925537,0.18161803483963013
85,19.00079345703125,0.7004759907722473,0.29224079847335815
86,19.756282806396484,0.7033376097679138,0.2027166187763214
87,16.34760284423828,0.6319696307182312,0.24736472964286804
88,19.681228637695312,0.710503339767456,0.1775428056716919
89,18.682579040527344,0.7131041884422302,0.21962198615074158
