avg_psnr,avg_ssim,avg_lpips,std_psnr,std_ssim,std_lpips,chamfer_dist_gt2pcd,chamfer_dist_pcd2gt
27.59046299369247,0.7393208928958134,0.2941471630362449,2.670381801881597,0.10219913213647391,0.07005383046742474,0.005993748270383748,0.01659066869455762
